131,,B,F,4/24/2018,Violence,Mine Own,Mineshaft,MineOwn,Grassroots Training & Sales LLC,KY,J,out,,,Withdrawn,Out,,Out,4/16/2020,Grassroots Training & Sales LLC
132,,GR/RO,C,4/7/2018,Summer Front,Mine's Mistress,Mineshaft,MinesMistress,"Top Line Sales LLC, Agent V",KY,14,21.3,55,5/31,"Cromwell Bloodstock, Agent","150,000",,,,Top Line Sales
133,,DB/BR,C,4/16/2018,Outwork,Mini Ashley,Henny Hughes,MiniAshley,"S B M Training and Sales, Agent IX",KY,15,out,,,Withdrawn,Out,,Out,5/31/2020,S B M Training and Sales
134,,DB/BR,C,5/14/2018,Pioneerof the Nile,Mining My Own,Smart Strike,MiningMyOwn,"Kings Equine, Agent II",KY,1,10.4,40,5/31,"70,000",Not Sold,,,,Kings Equine
135,,CH,C,4/11/2018,Constitution,Mira Alta,Curlin,MiraAlta,"Woodford Thoroughbreds, Agent I",KY,17,out,,,Withdrawn,Out,,Out,5/29/2020,Woodford Thoroughbreds
136,,CH,F,2/18/2018,Star Guitar,Miss Addison,Orientate,MissAddison,"Golden Rock Thoroughbreds, Agent IV",LA,16,10.0,128,5/31,B & C Horses,"130,000",,,,Golden Rock Thoroughbreds
137,,CH,C,4/23/2018,Kantharos,Miss Ann Perry,Afleet Alex,MissAnnPerry,"Equinox, Inc., Agent",KY,F,out,,,Withdrawn,Out,,Out,4/20/2020,"Equinox, Inc."
138,,CH,F,3/19/2018,Exaggerator,Miss Barrister,Deputy Minister,MissBarrister,"Kings Equine, Agent XV",FL,1,10.2,65,5/31,"Nick J. Hines, Agent","30,000",PS,,,Kings Equine
139,,GR/RO,C,2/23/2018,Frosted,Miss Catalyst,Mr. Greeley,MissCatalyst,"Brick City Thoroughbreds, Agent XII",NY,19,10.1,1,5/31,"Oracle Bloodstock, Agent for Zilla Racing Stables","85,000",,,,Brick City Thoroughbreds
140,,DB/BR,C,2/1/2018,Maclean's Music,Miss Hetty,Congrats,MissHetty,"Wavertree Stables, Inc. (Ciaran Dunne), Agent X",KY,5,out,,,Withdrawn,Out,,Out,4/20/2020,"Wavertree Stables, Inc."
141,Reward Night,B,C,4/1/2018,Will Take Charge,Miss Holiday Inn,Tactical Cat,MissHolidayInn,"Blas Perez Stables, Agent V",KY,20,out,,,Withdrawn,Out,,Out,6/9/2020,Perez Stables Blas 
142,,DB/BR,F,5/3/2018,Tourist,Miss June,More Than Ready,MissJune,"Tom McCrocklin, Agent XVII",KY,E,23.0,123,5/31,"65,000",Not Sold,,,,McCrocklin Tom
143,,CH,F,2/1/2018,Union Rags,Miss Maggie Girl,Malibu Moon,MissMaggieGirl,"Gene Recio, Agent II",FL,17,out,,,Withdrawn,Out,,Out,5/8/2020,Recio Gene
144,,B,C,4/15/2018,Lookin At Lucky,Miss Matzo,Royal Academy,MissMatzo,"All In Sales (Tony Bowling), Agent II",ON,H,out,,,Withdrawn,Out,,Out,4/20/2020,All In Sales
145,,B,C,4/8/2018,Candy Ride (ARG),Miss Patricia,Indian Charlie,MissPatricia,"Brick City Thoroughbreds, Agent X",KY,19,out,,,Withdrawn,Out,,Out,5/31/2020,Brick City Thoroughbreds
146,,CH,F,4/4/2018,Ghostzapper,Miss Scout,Pleasant Tap,MissScout,"Navas Equine, Agent I",KY,20,21.2,50,5/31,Colt Pike,"32,000",PS,,,Navas Jonathan
147,Finnstown Castle,B,C,3/20/2018,Uncaptured,Miss Suilleabhain,Silver Deputy,MissSuilleabhain,"Bobby Dodd, Agent VIII",FL,10,10.1,78,5/31,Jay & Joan Janssen,"65,000",,,,Dodd Bobby
148,,DB/BR,C,2/14/2018,Congrats,Mi Tia,Colonel John,MiTia,"Bobby Dodd, Agent I",KY,10,out,,,Withdrawn,Out,,Out,6/9/2020,Dodd Bobby
149,,B,C,2/16/2018,Blame,Mommo,Speightstown,Mommo,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",KY,5,20.4,6,5/31,"Jonathan Thomas, Agent","225,000",,,,"Wavertree Stables, Inc."
150,,DB/BR,C,2/24/2018,Broken Vow,Monarchia,Arch,Monarchia,A B Thoroughbreds,KY,16,10.3,112,5/31,"14,000",Not Sold,,,,A B Thoroughbreds
151,,B,F,2/11/2018,Street Sense,Montana Native,Yes It's True,MontanaNative,"Harris Training Center LLC, Agent VII",KY,13,out,,,Withdrawn,Out,,Out,5/29/2020,Harris Training Center LLC
152,,B,F,4/23/2018,Street Boss,Moonlight Lady,Malibu Moon,MoonlightLady,"Ocala Stud, Agent",VA,4,21.4,3,5/31,Michael Waters,"20,000",,,,Ocala Stud
153,,B,C,3/16/2018,Lemon Drop Kid,Moon Medal,Medaglia d'Oro,MoonMedal,"Niall Brennan Stables, Agent X",KY,8,out,,,Withdrawn,Out,,Out,6/9/2020,Brennan Niall
154,,DB/BR,F,3/6/2018,Tourist,Moon Meeting Too,Malibu Moon,MoonMeetingToo,"Best A Luck Farm LLC, Agent I",KY,3,10.2,84,5/31,"45,000",Not Sold,,,,Best A Luck Farm LLC
155,,B,C,4/30/2018,Uncle Mo,Moon Safari,Mr. Prospector,MoonSafari,"Hartley / DeRenzo Thoroughbreds LLC, Agent I",KY,5,out,,,Withdrawn,Out,,Out,6/9/2020,Hartley / DeRenzo Thoroughbreds LLC
156,,B,F,5/14/2018,Munnings,Morediamondsplease,More Than Ready,Morediamondsplease,"All In Line Stables, Agent IV",KY,15,out,,,Withdrawn,Out,,Out,5/15/2020,All In Line Stables
157,,DB/BR,F,5/13/2018,Liam's Map,More Respect,More Than Ready,MoreRespect,"Niall Brennan Stables, Agent XI",KY,8,out,,,Withdrawn,Out,,Out,4/14/2020,Brennan Niall
158,,B,F,3/10/2018,Into Mischief,More Than a Cruise,More Than Ready,MoreThanaCruise,"Randy Bradshaw, Agent I",KY,18,out,,,Withdrawn,Out,,Out,6/9/2020,Bradshaw Randy
159,,B,F,3/18/2018,Summer Front,Morningsideheights,Malibu Moon,Morningsideheights,"Ocala Stud, Agent",NY,4,22.1,54,5/31,Martin Wolfson,"14,000",,,,Ocala Stud
160,,DB/BR,C,1/31/2018,Hard Spun,Mother Ruth,Speightstown,MotherRuth,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,4/17/2020,Eisaman Equine
161,,B,C,5/17/2018,Brody's Cause,Mott N Hester,Super Saver,MottNHester,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,21.4,75,5/31,Dennis O'Neill,"42,000",,,,"Wavertree Stables, Inc."
162,,CH,F,4/18/2018,Point of Entry,Mountain Mambo,Mt. Livermore,MountainMambo,"Golden Rock Thoroughbreds, Agent III",KY,16,21.1,18,5/31,Dennis O'Neill,"65,000",,,,Golden Rock Thoroughbreds
163,,B,C,4/1/2018,Honor Code,Mr Hall's Opus,Officer,MrHallsOpus,"McKathan Bros. Sales, Agent II",KY,6,10.0,25,5/31,Three Amigos,"300,000",PS,,,McKathan Bros.
164,,DB/BR,C,2/28/2018,Flintshire (GB),Mrs. Patmore,Elusive Quality,MrsPatmore,"Advanced Thoroughbreds LLC, Agent",KY,D,out,,,Withdrawn,Out,,Out,6/3/2020,Advanced Thoroughbreds LLC
165,,DB/BR,F,2/25/2018,Uncaptured,Ms. Short Fuze,Zensational,MsShortFuze,"Scanlon Training & Sales, Agent for Excel Bloodstock (Bruno DeBerdt)",KY,2,10.2,35,5/31,"Raymie Lightner, Agent for Peter Miller","32,000",,,,Scanlon Training Center
166,,B,C,3/4/2018,Sky Mesa,Munhall Miss,Notional,MunhallMiss,Grassroots Training & Sales LLC,KY,J,10.0,67,5/31,KOID CO. LTD,"39,000",PS,,,Grassroots Training & Sales LLC
167,,CH,F,5/1/2018,Constitution,Myakka,Crafty Prospector,Myakka,"Off the Hook LLC, Agent VIII",NY,13,10.2,31,5/31,"Gary Sciacca, Agent","50,000",PS,,,Off the Hook LLC
168,,CH,C,4/1/2018,Will Take Charge,My Best Ten,Hard Spun,MyBestTen,"Paul Sharp, Agent VIII",FL,C,out,,,Withdrawn,Out,,Out,6/9/2020,Sharp Paul M.
169,,B,F,1/14/2018,Outwork,My Blue Sky,Sky Mesa,MyBlueSky,"Hemingway Racing and Training Stables LLC, Agent II",KY,16,out,,,Withdrawn,Out,,Out,6/9/2020,Hemingway Racing and Training LLC
170,Just Read It,DB/BR,F,3/20/2018,Constitution,Mybrokenhome,Broken Vow,Mybrokenhome,"McKathan Bros. Sales, Agent V",KY,6,10.2,120,5/31,"95,000",Not Sold,,,,McKathan Bros.
171,,B,F,1/16/2018,Quality Road,My Catriona,Tactical Cat,MyCatriona,"Eddie Woods, Agent XXIII",FL,11,23.0,125,5/31,Andy Perez,"7,000",,,,Woods Eddie
172,,B,C,2/3/2018,Twirling Candy,My Curlina,Belong to Me,MyCurlina,"Cary Frommer LLC, Agent IV",KY,10,10.1,20,5/31,Mike McCarty,"200,000",,,,Frommer Cary
173,,DB/BR,C,4/24/2018,California Chrome,My Dixie Doodle,Dixie Union,MyDixieDoodle,"Eisaman Equine, Agent",NY,7,10.4,109,5/31,"95,000",Not Sold,,,,Eisaman Equine
174,,DB/BR,F,3/13/2018,Outwork,My Fancy,Stephen Got Even,MyFancy,"JMC Sales, Agent",NY,15,out,,,Withdrawn,Out,,Out,5/26/2020,JMC Sales
175,Poncho Song,CH,F,2/25/2018,Tapiture,My Golden Girl,Golden Missile,MyGoldenGirl,"Harris Training Center LLC, Agent XII",NY,13,10.2,49,5/31,"72,000",Not Sold,,,,Harris Training Center LLC
176,,CH,C,4/17/2018,Tapiture,My Golden Quest,Coronado's Quest,MyGoldenQuest,"Eddie Woods, Agent XII",FL,11,21.0,17,5/31,Ironhorse Racing Stable LLC,"80,000",,,,Woods Eddie
177,Lady Carmela,DB/BR,F,4/3/2018,Adios Charlie,My Judith Marie,Flatter,MyJudithMarie,Terence Huet,FL,A,10.3,115,6/1,"40,000",Not Sold,,,,Huet Terry
178,,B,F,4/10/2018,Tourist,My Life,Quality Road,MyLife,"Niall Brennan Stables, Agent XXVII",KY,8,10.1,96,6/1,"WinStar Farm, LLC","130,000",,,,Brennan Niall
179,,DB/BR,F,2/8/2018,Munnings,Mylitta,Sky Mesa,Mylitta,"Mayberry Farm, Agent III",KY,B,21.1,40,6/1,Live Oak Plantation,"350,000",,,,Mayberry Farm
180,,CH,C,4/23/2018,Violence,My Lucky Shoes,Unbridled's Song,MyLuckyShoes,"Off the Hook LLC, Agent XXVII",KY,13,10.0,7,6/1,Rosedown Racing Stables,"80,000",,,,Off the Hook LLC
181,,DB/BR,C,3/5/2018,Union Rags,My McIntosh,Pulpit,MyMcIntosh,"Omega Farm, Agent",KY,H,21.3,56,6/1,Mellon Patch Inc.,"135,000",,,,Omega Farm
182,,B,C,4/11/2018,Frankel (GB),My Rosie (IRE),Redoute's Choice (AUS),MyRosieIRE,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",FR,5,out,,,Withdrawn,Out,,Out,6/1/2020,"Wavertree Stables, Inc."
183,Run River Run,CH,C,4/12/2018,Shackleford,My Secret Brook,Montbrook,MySecretBrook,"Craig L. Wheeler, Agent",FL,3,22.2,82,6/1,Heritage Equine,"25,000",,,,Wheeler Craig L.
184,,B,C,3/24/2018,Carpe Diem,My Special Secret,Mineshaft,MySpecialSecret,"Top Line Sales LLC, Agent XVI",FL,14,10.2,112,6/1,"Joseph Graffeo, Agent for Clear Vision Sales","20,000",PS,,,Top Line Sales
185,,CH,C,4/3/2018,Flatter,Mystic City,City Zip,MysticCity,"Eddie Woods, Agent XVII",KY,11,out,,,Withdrawn,Out,,Out,4/10/2020,Woods Eddie
186,,CH,C,3/29/2018,Mshawish,Nadadora,Carson City,Nadadora,"de Meric Sales, Agent XIV",NY,12,21.2,61,6/1,August Dawn Farm,"120,000",,,,de Meric Sales
187,,B,C,3/4/2018,Medaglia d'Oro,Namaste's Wish,Pulpit,NamastesWish,"Sequel Bloodstock, Agent I",KY,9,out,,,Withdrawn,Out,,Out,5/27/2020,Sequel Bloodstock
188,,CH,C,3/7/2018,Midshipman,Nandira,Speightstown,Nandira,Thoroughbred Champions Training Center LLC,KY,G,out,,,Withdrawn,Out,,Out,4/17/2020,Thoroughbred Champions Training Center LLC
189,,DB/BR,C,2/5/2018,Not This Time,Naples Rose,Bernardini,NaplesRose,"Scanlon Training & Sales, Agent II",KY,2,21.2,66,6/1,"Bruno DeBerdt, Agent","75,000",,,,Scanlon Training Center
190,,B,F,4/24/2018,Twirling Candy,Natchez Trace,Consolidator,NatchezTrace,"Randy Miles, Agent IV",KY,18,out,,,Withdrawn,Out,,Out,6/1/2020,Miles Randy
191,,B,F,3/29/2018,Dialed In,Natetwa,Tiznow,Natetwa,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY,1,out,,,Withdrawn,Out,,Out,6/4/2020,S G V Thoroughbreds
192,,B,F,2/20/2018,Carpe Diem,Native One,Indian Charlie,NativeOne,"de Meric Sales, Agent XXXVII",KY,12,out,,,Withdrawn,Out,,Out,5/31/2020,de Meric Sales
193,,B,C,5/12/2018,Constitution,Naughty Holiday,Harlan's Holiday,NaughtyHoliday,"Randy Miles, Agent XX",ON,18,10.1,81,6/1,"Clay Scherer, Agent for Al & Bill Ulwelling","170,000",,,,Miles Randy
194,,DB/BR,F,4/17/2018,Palace Malice,Naughtynaughtygirl,Bernardini,Naughtynaughtygirl,"Niall Brennan Stables, Agent XXX",KY,8,out,,,Withdrawn,Out,,Out,5/18/2020,Brennan Niall
195,,B,F,2/14/2018,Street Sense,Navy Gardens,Storm Cat,NavyGardens,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXIV",KY,5,21.2,109,6/1,"Christina R. Jelm, Agent","50,000",PS,,,"Wavertree Stables, Inc."
196,,GR/RO,C,2/22/2018,Exaggerator,Navy Ribbon,Pure Prize,NavyRibbon,"Gene Recio, Agent VII",KY,17,out,,,Withdrawn,Out,,Out,5/8/2020,Recio Gene
197,,B,C,3/14/2018,Flatter,Need,Strong Hope,Need,"Harris Training Center LLC, Agent II",KY,13,22.0,50,6/1,Antonio Sano,"20,000",,,,Harris Training Center LLC
198,Need More Mo,B,C,3/20/2018,Uncle Mo,Needmore Flattery,Flatter,NeedmoreFlattery,"Mayberry Farm, Agent VIII",KY,B,out,,,Withdrawn,Out,,Out,5/31/2020,Mayberry Farm
199,,GR/RO,F,2/25/2018,Cairo Prince,Never Ever,In Excess (IRE),NeverEver,"Scanlon Training & Sales, Agent IV",KY,2,out,,,Withdrawn,Out,,Out,6/9/2020,Scanlon Training Center
200,,DB/BR,C,4/24/2018,Twirling Candy,Nice Boots Baby,Storm Boot,NiceBootsBaby,"Sequel Bloodstock, Agent V",NY,9,21.0,90,6/1,Myracehorse.com,"180,000",,,,Sequel Bloodstock
201,,B,C,4/7/2018,Hard Spun,Niji's Grand Girl,Candy Ride (ARG),NijisGrandGirl,"Hemingway Racing and Training Stables LLC, Agent IX",KY,16,out,,,Withdrawn,Out,,Out,6/1/2020,Hemingway Racing and Training LLC
202,Master of Disaster,CH,C,4/17/2018,Khozan,Nikki Kai,Notebook,NikkiKai,"Blue River Bloodstock, Inc., Agent II",FL,19,out,,,Withdrawn,Out,,Out,6/9/2020,Blue River Bloodstock
203,,GR/RO,C,2/14/2018,Mizzen Mast,Nikki's Choice,Forestry,NikkisChoice,"Randy Miles, Agent II",KY,18,10.1,45,6/1,"Kenneth McPeek, Agent","130,000",,,,Miles Randy
204,,DB/BR,C,4/20/2018,Point of Entry,Nikki's Fine Time,Cape Blanco (IRE),NikkisFineTime,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,21.4,84,6/1,Aubrey Maragh,"4,000",,,,"Wavertree Stables, Inc."
205,,B,F,4/15/2018,Competitive Edge,Nitara,Indian Charlie,Nitara,"Eddie Woods, Agent XXIX",KY,11,20.4,3,6/1,Bob Peterson Stable LLC,"140,000",,,,Woods Eddie
206,,CH,F,1/30/2018,Tapiture,No Acronyms,Milwaukee Brew,NoAcronyms,"Medallion Farms, Agent III",KY,H,out,,,Withdrawn,Out,,Out,6/9/2020,Medallion Farms
207,,DB/BR,C,4/13/2018,Outwork,Northern City,City Zip,NorthernCity,"Harris Training Center LLC, Agent XII",NY,13,10.2,116,6/1,"24,000",Not Sold,,,,Harris Training Center LLC
208,,B,C,3/16/2018,Into Mischief,North Freeway,Jump Start,NorthFreeway,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",CA,5,20.3,36,6/1,Jeff Ganje,"100,000",,,,"Wavertree Stables, Inc."
209,,DB/BR,C,3/26/2018,Air Force Blue,No Splits,Smart Strike,NoSplits,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIV",KY,5,20.4,13,6/1,"Justin Casse, Agent for M. V. Magnier","400,000",,,,"Wavertree Stables, Inc."
210,,B,F,4/18/2018,Bodemeister,Notherbeautifulday,Distorted Humor,Notherbeautifulday,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",KY,5,out,,,Withdrawn,Out,,Out,6/1/2020,"Wavertree Stables, Inc."
211,,DB/BR,F,4/10/2018,Midnight Lute,Not My Tap,Tapit,NotMyTap,"Hidden Brook, Agent VI",KY,7,21.2,38,6/1,Common Wealth New Era,"70,000",,,,Hidden Brook Farm
212,,GR/RO,C,3/15/2018,Frosted,Numero d'Oro,Medaglia d'Oro,NumerodOro,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",KY,5,10.1,79,6/5,"Cromwell Bloodstock, Agent","105,000",,,,"Wavertree Stables, Inc."
213,,DB/BR,C,4/21/2018,Fast Anna,Numerous Moves,Numerous,NumerousMoves,"Top Line Sales LLC, Agent IX",WV,14,10.1,75,6/1,Joseph Besecker,"50,000",,,,Top Line Sales
214,,DB/BR,C,2/16/2018,Constitution,Nurse Donna,Vindication,NurseDonna,"S B M Training and Sales, Agent IV",KY,15,out,,,Withdrawn,Out,,Out,3/26/2020,S B M Training and Sales
215,,DB/BR,F,1/26/2018,Runhappy,Oblige,Bernardini,Oblige,"Eisaman Equine, Agent",KY,7,10.3,64,6/1,David Menard,"35,000",,,,Eisaman Equine
216,,B,F,5/5/2018,Temple City,Officer Leah,Officer,OfficerLeah,"Julie Davies LLC, Agent XXXVI",KY,20,out,,,Withdrawn,Out,,Out,6/1/2020,Davies Julie
217,,B,C,1/9/2018,Constitution,Oh Kay See,Notional,OhKaySee,Grassroots Training & Sales LLC,KY,J,out,,,Withdrawn,Out,,Out,6/1/2020,Grassroots Training & Sales LLC
218,,CH,F,5/16/2018,Tapiture,Okie Blonde,Service Stripe,OkieBlonde,"All In Line Stables, Agent IV",KY,15,21.1,37,6/1,Dare To Dream Stable Management LLC,"50,000",PS,,,All In Line Stables
219,,DB/BR,F,5/4/2018,Field Commission,Ok Let's Rock,Rock Slide,OkLetsRock,"GOP Racing Stable Corp., Agent II",FL,17,21.2,111,6/1,"Justin Jeansonne, Agent","25,000",,,,GOP Racing Stable Corp.
220,Dallas' Hiccup,B,C,1/22/2018,Super Saver,Old South Ball,Drosselmeyer,OldSouthBall,"Gutierrez Sales, Agent IV",KY,16,10.2,126,6/1,Raymond Kuah,"30,000",,,,Gutierrez Antonio
221,,DB/BR,C,4/23/2018,Tourist,One Across,El Corredor,OneAcross,"Blas Perez Stables, Agent I",FL,20,10.2,24,6/1,"Nick J. Hines, Agent","12,000",PS,,,Perez Stables Blas 
222,,B,C,3/30/2018,Flintshire (GB),One On Tap,Pleasant Tap,OneOnTap,"Fast Horses, Agent",ON,A,21.3,27,6/1,"42,000",Not Sold,,,,Fast Horses
223,,GR/RO,F,4/21/2018,Bodemeister,On Hold,Macho Uno,OnHold,"Top Line Sales LLC, Agent XXVIII",KY,14,10.0,52,6/1,Joseph Besecker,"32,000",,,,Top Line Sales
224,,CH,C,2/22/2018,More Than Ready,Onna Bugeisha,First Samurai,OnnaBugeisha,"Off the Hook LLC, Agent VII",KY,13,10.2,51,6/1,"Michael Lerman, Agent","28,000",,,,Off the Hook LLC
225,,DB/BR,F,3/20/2018,Upstart,Open Agenda,More Than Ready,OpenAgenda,"Winners Circle Thoroughbreds LLC, Agent",KY,A,33.4,39,6/1,"Lauren Carlisle, Agent","75,000",,,,Winners Circle Thoroughbreds LLC
226,,B,F,3/4/2018,Tamarkuz,Operetta,Ascot Knight,Operetta,"Niall Brennan Stables, Agent IX",KY,8,out,,,Withdrawn,Out,,Out,6/9/2020,Brennan Niall
227,,GR/RO,F,3/8/2018,Tapit,Oscar Party,Dixie Union,OscarParty,"Eddie Woods, Agent X",KY,11,out,,,Withdrawn,Out,,Out,6/2/2020,Woods Eddie
228,,B,C,3/13/2018,Union Rags,Our Gal El,Tapit,OurGalEl,"All In Line Stables, Agent VI",KY,15,out,,,Withdrawn,Out,,Out,5/29/2020,All In Line Stables
229,,CH,C,3/15/2018,Shackleford,Our Julia,Value Plus,OurJulia,"Gutierrez Sales, Agent II",KY,16,out,,,Withdrawn,Out,,Out,6/2/2020,Gutierrez Antonio
230,,CH,F,5/9/2018,Dialed In,Ournaughtyescapade,Unbridled's Song,Ournaughtyescapade,"de Meric Sales, Agent XXXIX",FL,12,10.3,33,6/1,"Jeffrey Bloom, Agent","40,000",,,,de Meric Sales
231,,B,C,2/14/2018,Goldencents,Our Rockin Ruby,Rock Hard Ten,OurRockinRuby,"Bobby Dodd, Agent I",KY,10,21.4,98,6/1,Diane Olson,"19,000",,,,Dodd Bobby
232,,CH,C,5/11/2018,Speightster,Out of Reach (GB),Warning (GB),OutofReachGB,"Best A Luck Farm LLC, Agent VI",KY,3,10.1,92,6/1,BSW / Crow,"90,000",PS,,,Best A Luck Farm LLC
233,,B,F,4/26/2018,Kitten's Joy,Outtacypresshills,Big Brown,Outtacypresshills,"Shooting Star Sales LLC, Agent I",NY,G,10.3,71,6/1,"45,000",Not Sold,,,,Shooting Star Sales LLC
234,,CH,F,3/21/2018,Maclean's Music,Over Forli (CHI),Milt's Overture,OverForliCHI,"Harris Training Center LLC, Agent V",NY,13,out,,,Withdrawn,Out,,Out,6/9/2020,Harris Training Center LLC
235,,B,C,3/26/2018,Vancouver (AUS),Overseen,First Defence,Overseen,"Hidden Brook, Agent VII",KY,7,10.1,122,6/1,"35,000",Not Sold,,,,Hidden Brook Farm
236,,DB/BR,F,2/4/2018,Twirling Candy,Over the Edge,Thunder Gulch,OvertheEdge,"Halcyon Hammock Farm, Agent III",NY,2,10.1,128,6/1,"55,000",Not Sold,,,,Halcyon Hammock Farm
237,,B,C,4/24/2018,Flat Out,Pacific Whisper,Forestry,PacificWhisper,"Niall Brennan Stables, Agent XXXV",KY,8,out,,,Withdrawn,Out,,Out,4/16/2020,Brennan Niall
238,,B,C,4/18/2018,Speightster,Page Dancer,Hennessy,PageDancer,"Woodford Thoroughbreds, Agent I",KY,17,10.2,34,6/1,"Hidden Brook, Agent","60,000",PS,,,Woodford Thoroughbreds
239,,DB/BR,C,2/24/2018,Union Rags,Painted Woman,Forest Wildcat,PaintedWoman,"Tom McCrocklin, Agent VII",KY,E,23.0,132,6/1,Sonny Miller,"9,000",,,,McCrocklin Tom
240,,CH,C,1/27/2018,Macho Uno,Paint Me Red,Red Bullet,PaintMeRed,Blas Perez Stables,KY,20,out,,,Withdrawn,Out,,Out,5/31/2020,Perez Stables Blas 
241,,DB/BR,C,3/30/2018,Empire Maker,Palooza,Hennessy,Palooza,"Q Bar J Thoroughbreds LLC, Agent I",KY,15,out,,,Withdrawn,Out,,Out,6/1/2020,Q Bar J Thoroughbreds LLC
242,,B,C,2/17/2018,Cairo Prince,Pampering,Hennessy,Pampering,"Eddie Woods, Agent XXIX",KY,11,out,,,Withdrawn,Out,,Out,6/9/2020,Woods Eddie
243,,B,C,2/22/2018,Elusive Quality,Paoletta,Medaglia d'Oro,Paoletta,"de Meric Sales, Agent XIV",KY,12,10.0,49,6/1,"Cromwell Bloodstock, Agent","75,000",,,,de Meric Sales
244,,B,F,4/13/2018,Constitution,Paper Kite,Bernardini,PaperKite,"Sequel Bloodstock, Agent",NY,9,10.2,137,6/1,Kenneth Fishbein,"30,000",,,,Sequel Bloodstock
245,,B,C,2/3/2018,Into Mischief,Paradise Alley,Flower Alley,ParadiseAlley,"de Meric Sales, Agent IV",FL,12,out,,,Withdrawn,Out,,Out,6/1/2020,de Meric Sales
246,,CH,G,2/7/2018,Congrats,Party of Four,Tale of the Cat,PartyofFour,"Top Line Sales LLC, Agent XXXIII",KY,14,out,,,Withdrawn,Out,,Out,4/16/2020,Top Line Sales
247,,B,F,3/29/2018,Palace Malice,Pashmina,Pentelicus,Pashmina,"Off the Hook LLC, Agent XVIII",FL,13,10.1,80,6/1,"Oracle Bloodstock, Agent for Rainbows End Racing","35,000",,,,Off the Hook LLC
248,,DB/BR,F,3/30/2018,Bayern,Passing Shower,War Pass,PassingShower,"Golden Rock Thoroughbreds, Agent",KY,16,20.3,35,6/1,Marc Tacher,"150,000",,,,Golden Rock Thoroughbreds
249,,B,F,4/7/2018,Goldencents,Past Due,Devil His Due,PastDue,"Scanlon Training & Sales, Agent III",KY,2,21.3,138,6/1,Frank Rupolo,"18,000",,,,Scanlon Training Center
250,Viva La Red,CH,F,5/4/2018,Texas Red,Patriotic Viva,Whywhywhy,PatrioticViva,"Mayberry Farm, Agent VI",KY,B,out,,,Withdrawn,Out,,Out,4/20/2020,Mayberry Farm
251,,GR/RO,C,4/23/2018,Tapit,Pavati,Unbridled's Song,Pavati,"Top Line Sales LLC, Agent VII",KY,14,10.3,89,6/1,"Nick J. Hines, Agent","35,000",PS,,,Top Line Sales
252,Can't Buy Love,B,F,4/7/2018,Twirling Candy,Pay the Kitten,Kitten's Joy,PaytheKitten,"Eddie Woods, Agent XXXIII",KY,11,20.4,57,6/1,"47,000",Not Sold,,,,Woods Eddie
253,Successful Battle,B,C,4/9/2018,Successful Appeal,Peaceful Battle,Greenwood Lake,PeacefulBattle,"Top Line Sales LLC, Agent L",IL,14,out,,,Withdrawn,Out,,Out,6/9/2020,Top Line Sales
254,,B,C,4/16/2018,Constitution,Pegasus Princess,Fusaichi Pegasus,PegasusPrincess,"Kings Equine, Agent I",KY,1,10.3,59,6/1,"Kim Valerio, Agent","42,000",,,,Kings Equine
255,,B,C,4/27/2018,Laoban,Peinture Ancienne,Seeking the Gold,PeintureAncienne,"Paul Sharp, Agent IX",NY,C,out,,,Withdrawn,Out,,Out,3/30/2020,Sharp Paul M.
256,,B,C,4/6/2018,Liam's Map,Pelipa,Indian Charlie,Pelipa,Grassroots Training & Sales LLC,KY,J,10.2,129,6/1,Diane Olson,"20,000",,,,Grassroots Training & Sales LLC
257,,CH,C,5/8/2018,Kantharos,Phantom Rising,Mr. Greeley,PhantomRising,"Mayberry Farm, Agent VII",KY,B,10.1,100,6/1,Curragh Racing,"100,000",PS,,,Mayberry Farm
258,,DB/BR,F,4/16/2018,Violence,Pi Bella,Pioneering,PiBella,"Ends Well, Agent I",KY,6,21.2,107,6/1,Eclipse Thoroughbred Partners,"125,000",,,,Ends Well
259,,DB/BR,C,4/27/2018,Not This Time,Pick and Pray,Songandaprayer,PickandPray,"Six K's Training & Sales LLC, Agent V",KY,2,21.3,30,6/1,de Burgh Equine,"95,000",PS,,,Six K's Training & Sales LLC
260,Silver Streak,GR/RO,C,2/4/2018,Ironicus,Pic Three Bertie,Forest Danger,PicThreeBertie,"Timber Creek, Agent",KY,6,10.1,76,6/1,"L.E.B., Agent for West Point Thoroughbreds, Inc.","45,000",,,,Timber Creek
261,,DB/BR,F,5/9/2018,Speightster,Pike Creek,Forest Camp,PikeCreek,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",KY,5,21.0,1,6/1,Cardinal Hill Racing,"72,000",,,,"Wavertree Stables, Inc."
