hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
123,I,2023,,B,C,04/29/2023,Mendelssohn,Marvelous Spot,658,Archarcharch,"Hoppel LLC, Agent II",,Hoppel LLC,KY,7,Danny Eplin,110000,Y,,20.3," 1/4",04/06/2025,1,16,
124,O,2023,,GR/RO,C,03/17/2023,McKinzie,Marzanna,659,Frosted,"Julie Davies LLC, Agent XII",,Julie Davies LLC,KY,10,OUT,,,04/15/2025,,,,,,
125,O,2023,,DB/BR,F,02/07/2023,Army Mule,Matisi,660,Midnight Lute,"Longoria Training & Sales, Agent",,Longoria Training & Sales,KY,7,OUT,,,04/13/2025,,,,,,
126,I,2023,,B,C,03/16/2023,Gun Runner,Maybe Wicked,661,Mizzen Mast,"Paul Sharp, Agent I",,Paul Sharp,KY,8,Winchell Thoroughbreds LLC,550000,,,10.1," 1/8",04/06/2025,2,56,
127,I,2023,,GR/RO,C,02/09/2023,Vekoma,Maymont,662,Unbridled's Song,"Niall Brennan Stables, Agent XXX",,Niall Brennan Stables,FL,8,SGV/GRW Agent for Bona Venture Stables,160000,Y,,10.1," 1/8",04/06/2025,2,99,
128,I,2023,,CH,F,02/10/2023,Core Beliefs,Mean Maggie May,664,Malibu Moon,"Envision Equine, Agent",,Envision Equine,KY,D,Martin Weis,30000,Y,,10.0," 1/8",04/06/2025,2,91,
129,I,2023,,B,F,03/29/2023,Tiz the Law,Media Madness,665,Empire Maker,"Majestic, Agent VII",,Majestic,KY,13,"West Point Thoroughbreds, L.E.B., Agent",270000,,,10.1," 1/8",04/06/2025,1,36,
130,O,2023,,DB/BR,C,03/30/2023,Practical Joke,Media Tone,666,Pioneerof the Nile,"Eddie Woods, Agent XL",,Eddie Woods,KY,11,OUT,,,04/15/2025,,,,,,
131,O,2023,,B,C,03/18/2023,Instagrand,Melissa's Girl,667,Liam's Map,"Craig L. Wheeler, Agent",,Craig L. Wheeler,FL,3,OUT,,,03/21/2025,,,,,,
132,I,2023,,CH,F,05/02/2023,Vino Rosso,Mellonbrook,668,Discreet Cat,Gutierrez Sales,,Gutierrez Sales,KY,H,Gary Folgner,25000,,,10.2," 1/8",04/06/2025,3,108,
133,I,2023,Stereo,B,C,03/17/2023,Authentic,Melody,669,Street Sense,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIV",,Wavertree Stables,KY,5,HRH Prince Abdulaziz AL Saud,20000,,,21.3," 1/4",04/06/2025,2,64,
134,I,2023,,B,C,01/23/2023,By My Standards,Memento,670,Nyquist,"AVP Training and Sales, Agent II",,AVP Training and Sales,KY,17,"Ellman, Glassman & Plesa, Plesa Agent",120000,,,9.4," 1/8",04/06/2025,1,31,
135,I,2023,,B,C,02/25/2023,Bolt d'Oro,Memphis Melissa,671,Majesticperfection,Advanced Thoroughbreds LLC,,Advanced Thoroughbreds LLC,KY,20,Harmash Racing,50000,,,10.0," 1/8",04/06/2025,2,73,
136,I,2023,,CH,C,01/24/2023,Charlatan,Message,672,Warrior's Reward,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,"Taproot, Agent for Lee Lewis",375000,,,21.2," 1/4",04/06/2025,1,51,
137,O,2023,,CH,F,03/27/2023,Known Agenda,Metry Kitten,673,Kitten's Joy,"Majestic, Agent XXII",,Majestic,KY,13,OUT,,,04/06/2025,,,,,,
138,I,2023,,CH,F,03/21/2023,Practical Joke,Mezah,674,Tapit,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),NY,10,"Fergus Galvin, Agent",85000,,,10.2," 1/8",04/06/2025,3,109,
139,I,2023,,B,C,05/18/2023,Charlatan,Mia d'Oro,675,Medaglia d'Oro,"McKathan Bros. Sales, Agent",,McKathan Bros. Sales,KY,6,Mahmud Mouni,125000,Y,,10.1," 1/8",04/06/2025,1,17,
140,O,2023,,B,F,02/13/2023,Quality Road,Mia Mischief,676,Into Mischief,"Eddie Woods, Agent XXV",,Eddie Woods,KY,11,OUT,,,03/31/2025,,,,,,
141,O,2023,,CH,F,03/21/2023,Practical Joke,Midnight Ballet,677,Midnight Lute,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",,Wavertree Stables,KY,5,OUT,,,04/06/2025,,,,,,
142,O,2023,,B,C,02/26/2023,Practical Joke,Midnight Girl,678,Drosselmeyer,"de Meric Sales, Agent II",,de Meric Sales,KY,12,OUT,,,04/11/2025,,,,,,
143,I,2023,,B,F,05/14/2023,Liam's Map,Midpoint,679,Distorted Humor,A. G. Sales,,A. G. Sales,KY,18,Glockenburg LLC,27000,Y,,10.2," 1/8",04/06/2025,2,67,
144,O,2023,Bella Luna,DB/BR,F,03/14/2023,Good Magic,Mighty Moon,680,Malibu Moon,"Hoppel LLC, Agent X",,Hoppel LLC,KY,7,OUT,,,04/06/2025,,,,,,
145,I,2023,Baby Valentine,B,F,02/14/2023,Uncle Chuck,Mineshaft Madness,681,Mineshaft,"Chuy Ceballos, Agent I",,Chuy Ceballos,FL,19,Gary Folgner,14000,,,11.1," 1/8",04/06/2025,1,35,
146,I,2023,,B,G,04/20/2023,Modernist,Mini Ashley,682,Henny Hughes,"Hoppel LLC, Agent II",,Hoppel LLC,KY,7,Frank Regalbuto,9000,,,21.2," 1/4",04/06/2025,2,90,
147,I,2023,,CH,C,02/12/2023,Connect,Mini Pearl,683,Union Rags,"Randy Miles, Agent VI",,Randy Miles,KY,19,"Ben McElroy, Agent for Bill Peeples",350000,,,10.1," 1/8",04/06/2025,1,18,
148,O,2023,,B,C,03/23/2023,Chance It,Misbehavin Miss,684,Mineshaft,"AVP Training and Sales, Agent III",,AVP Training and Sales,FL,17,OUT,,,04/04/2025,,,,,,
149,O,2023,,B,C,04/09/2023,Yaupon,Mischief Galore,685,Into Mischief,"Richardson Bloodstock, Agent I",,Richardson Bloodstock,KY,G,OUT,,,04/05/2025,,,,,,
150,I,2023,,B,C,02/10/2023,Yaupon,Mischievious Lass,686,Into Mischief,"de Meric Sales, Agent III",,de Meric Sales,KY,12,Dennis O'Neill,110000,,,10.2," 1/8",04/06/2025,3,115,
151,I,2023,Marion Magic,B,C,04/13/2023,Bucchero,Miss Acorn,687,Giant Oak,Victory Stable,,Victory Stable,FL,16,RNA,-22000,,,10.2," 1/8",04/06/2025,3,121,
152,I,2023,,B,F,04/10/2023,McKinzie,Miss Amendment,688,Constitution,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XV",,Wavertree Stables,NY,5,RNA,-22000,,,21.3," 1/4",04/06/2025,1,20,
153,I,2023,,DB/BR,C,03/02/2023,Beau Liam,Miss Andorra,689,Malibu Moon,"Fine Line Equine, Agent I",,Fine Line Equine,KY,A,Hideyuki Mori,65000,,,10.1," 1/8",04/06/2025,2,95,
154,I,2023,,CH,F,05/02/2023,Vino Rosso,Miss Anna Marie,690,Posse,"Whitman Sales LLC, Agent I",,Whitman Sales LLC,KY,16,RNA,-37000,,,10.1," 1/8",04/06/2025,2,70,
155,I,2023,,B,C,04/12/2023,Rock Your World,Miss Blarney Stone,691,Dynaformer,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,NY,J,Clear Stars Stable & Mitre Box Stable,95000,,,10.0," 1/8",04/06/2025,1,15,
156,O,2023,,GR/RO,F,05/01/2023,Rock Your World,Miss Bond,692,Creative Cause,"Omar Ramirez Bloodstock, Agent XV",,Omar Ramirez Bloodstock,KY,14,OUT,,,04/06/2025,,,,,,
157,I,2023,,DB/BR,F,01/30/2023,Twirling Candy,Miss Dial,693,Dialed In,Little Farm Equine LLC,,Little Farm Equine LLC,NY,A,"Jeffrey Bloom, Agent",60000,,,10.1," 1/8",04/06/2025,3,103,
158,O,2023,,B,C,03/18/2023,Bolt d'Oro,Missile Belle,694,Smart Strike,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",,Wavertree Stables,KY,5,OUT,,,04/06/2025,,,,,,
159,I,2023,,CH,F,03/07/2023,Midshipman,Miss Maggie Girl,695,Malibu Moon,"Omar Ramirez Bloodstock, Agent I",,Omar Ramirez Bloodstock,FL,14,RNA,-70000,,,10.1," 1/8",04/06/2025,1,11,
160,I,2023,More Applause,DB/BR,F,01/23/2023,Classic Empire,Miss Majestic,696,Majestic Warrior,"Tom McCrocklin, Agent XVII",,Tom McCrocklin,FL,18,RNA,-75000,,,21.1," 1/4",04/06/2025,2,78,
161,I,2023,,B,F,04/05/2023,Adios Charlie,Miss Melinda,697,Malibu Moon,Ocala Stud,,Ocala Stud,FL,4,Clear Stars Stable & Mitre Box Stable,70000,,,21.2," 1/4",04/06/2025,2,101,
162,I,2023,,DB/BR,F,03/11/2023,Knicks Go,Miss Mischievous,698,Into Mischief,"Best A Luck Farm LLC, Agent VII",,Best A Luck Farm LLC,PA,3,"Classic Automations LLC, Raymie Lightner, Agent",50000,,,10.2," 1/8",04/06/2025,3,122,
163,I,2023,,B,F,03/01/2023,Battalion Runner,Miss Monk,699,Blame,Ortega Stables LLC,,Ortega Stables LLC,FL,17,Leo Sag Stables,70000,,,20.3," 1/4",04/06/2025,1,41,
164,I,2023,,B,F,04/15/2023,Kantharos,Miss Netta,700,Street Sense,"Ocala Stud, Agent",,Ocala Stud,KY,4,Carson McCord,85000,,,21.1," 1/4",04/06/2025,2,58,
165,I,2023,,B,F,05/21/2023,Kantharos,Miss Propitious,701,J P's Gusto,"Marcial Galan, Agent",,Marcial Galan,FL,A,"Mary Bennett, Winning Stables, Inc.",55000,,,10.1," 1/8",04/06/2025,1,19,
166,O,2023,,B,C,04/05/2023,Twirling Candy,Miss Red Delicious,702,Empire Maker,"Hidden Brook, Agent VII",,Hidden Brook,KY,1,OUT,,,04/05/2025,,,,,,
167,O,2023,,B,F,04/19/2023,Quality Road,Miss Spot On,703,Union Rags,"Julie Davies LLC, Agent IV",,Julie Davies LLC,KY,10,OUT,,,04/15/2025,,,,,,
168,I,2023,,DB/BR,C,04/20/2023,Munnings,Miss Vindictive,704,Stephen Got Even,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,Sport of Kings Racing Partnership,65000,,,34.0," 3/8",04/06/2025,2,88,
169,I,2023,,B,C,04/15/2023,Beau Liam,Mistress of Evil,705,Frosted,"Eddie Woods, Agent XXIX",,Eddie Woods,KY,11,Hideyuki Mori,250000,,,10.0," 1/8",04/06/2025,1,40,
170,I,2023,,B,F,02/13/2023,Uncle Chuck,Mitasunke,706,Closing Argument,"Marcial Galan, Agent",,Marcial Galan,FL,A,C.H.P.R.,23000,,,10.1," 1/8",04/06/2025,3,127,
171,I,2023,,B,F,03/24/2023,Mendelssohn,Miz Ida,707,Proud Citizen,"On The Run Sales, Agent I",,On The Run Sales,KY,7,Ervin Rodriguez,35000,,,10.2," 1/8",04/10/2025,2,59,
172,I,2023,,GR/RO,C,04/03/2023,Uncle Chuck,Mlle. Minuit,708,Midnight Lute,A B Thoroughbreds,,A B Thoroughbreds,FL,C,Narvick International,25000,Y,,21.4," 1/4",04/06/2025,2,65,
173,I,2023,,DB/BR,F,05/06/2023,Liam's Map,Mo Dean,709,Uncle Mo,"Harris Training Center LLC, Agent VIII",,Harris Training Center LLC,KY,13,RNA,-385000,,,10.1," 1/8",04/06/2025,1,14,
174,I,2023,Trust But Verify,B,C,04/17/2023,Into Mischief,Modern Masterpiece,710,Speightstown,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,MyRacehorse,450000,,,10.0," 1/8",04/07/2025,1,9,
175,I,2023,,CH,C,04/17/2023,Audible,Mo Justice,711,Lemon Drop Kid,"Sequel Bloodstock, Agent II",,Sequel Bloodstock,NY,9,Luis A. Shirley,25000,,,10.1," 1/8",04/07/2025,2,75,
176,I,2023,Wayne's Law,CH,C,03/21/2023,Tiz the Law,Mollie Merisa,712,Harlan's Holiday,JP Thoroughbreds,,JP Thoroughbreds,FL,13,Baalbek Corporation,25000,,,10.2," 1/8",04/07/2025,3,116,
177,I,2023,,B,C,03/02/2023,Collected,Molly Meister,713,Bodemeister,"Hernandez Stables, Inc.",,Hernandez Stables,ON,13,Brent McLellan,80000,,,10.2," 1/8",04/07/2025,2,97,
178,O,2023,,CH,C,03/29/2023,Complexity,Mom's a Cougar,714,Kantharos,"Rebel Horse Ventures LLC, Agent",,Rebel Horse Ventures LLC,FL,13,OUT,,,04/01/2025,,,,,,
179,I,2023,,DB/BR,F,04/23/2023,Combatant,Moneybackguarantee,715,Central Banker,McMahon of Saratoga Thoroughbreds LLC,,McMahon of Saratoga Thoroughbreds LLC,NY,17,"Sallusto & Kimmel, Agent for Winning Move Stable",135000,,,10.0," 1/8",04/07/2025,1,54,
180,I,2023,,DB/BR,F,04/05/2023,Independence Hall,Moolah Schmoolah,716,Union Rags,"Grassroots Training & Sales LLC, Agent II",,Grassroots Training & Sales LLC,NY,J,C.H.P.R.,18000,,,10.3," 1/8",04/07/2025,3,135,
181,I,2023,,B,F,01/25/2023,Yaupon,Moon Over Mag Bay,717,Malibu Moon,"Tom McCrocklin, Agent XXI",,Tom McCrocklin,KY,18,Spendthrift Farm LLC,525000,,,20.2," 1/4",04/07/2025,1,10,
182,I,2023,,B,C,04/18/2023,Tiz the Law,Moon Rainbow,718,Smart Strike,"Britton Peak, Agent",,Britton Peak,KY,19,Saints or Sinners LLC,350000,,,10.0," 1/8",04/07/2025,1,20,
183,O,2023,,CH,F,04/27/2023,Not This Time,Moral Reasoning,719,More Than Ready,"Eddie Woods, Agent XXII",,Eddie Woods,KY,11,OUT,,,04/15/2025,,,,,,
184,O,2023,,B,F,03/19/2023,McKinzie,More Chocolate,720,Malibu Moon,"Julie Davies LLC, Agent VI",,Julie Davies LLC,KY,10,OUT,,,04/07/2025,,,,,,
185,I,2023,,DB/BR,C,02/07/2023,Tapiture,More for Jill,721,More Than Ready,JP Thoroughbreds,,JP Thoroughbreds,FL,13,Glockenburg LLC,35000,,,10.0," 1/8",04/07/2025,1,53,
186,I,2023,,DB/BR,F,05/06/2023,Street Sense,More Respect,722,More Than Ready,"Hoppel LLC, Agent XII",,Hoppel LLC,KY,7,Case Clay Thoroughbred Management,235000,,,20.3," 1/4",04/07/2025,1,2,
187,I,2023,,GR/RO,C,04/20/2023,Global Campaign,More Royalty,723,More Than Ready,"Hoppel LLC, Agent IX",,Hoppel LLC,KY,7,"Raymond Kuah, Agent",190000,,,20.4," 1/4",04/07/2025,1,28,
188,I,2023,,B,F,03/11/2023,Raging Bull (FR),More Than Gracious,724,More Than Ready,J V C Training and Sales,,JVC Training and Sales,KY,15,Crown's Way Racing,37000,,,10.0," 1/8",04/07/2025,1,12,
189,I,2023,,DB/BR,C,04/19/2023,Beau Liam,Mother of Swords,725,War Front,A. G. Sales,,A. G. Sales,KY,18,"K.O.I.D. Co., Ltd.",70000,,,10.2," 1/8",04/07/2025,1,23,
190,I,2023,,B,F,03/04/2023,Curlin,Motivated Seller,726,Into Mischief,"de Meric Sales, Agent XIV",,de Meric Sales,KY,12,"Donato Lanni, Agent for Baoma Corp.",900000,,,9.4," 1/8",04/07/2025,1,4,
191,I,2023,Just Asap,B,C,05/24/2023,Maxfield,Movie Moment,727,Paynter,"Eddie Woods, Agent XXXIX",,Eddie Woods,KY,11,"Ironhorse Racing Stable LLC, John Dowd, Agent",50000,,,10.1," 1/8",04/07/2025,2,59,
192,I,2023,You're Muted,B,C,03/19/2023,Connect,Mrs McDougal,663,Medaglia d'Oro,"White Lilac (Katie Miranda), Agent III",,White Lilac (Katie Miranda),KY,17,Richard Robertson,48000,Y,,47.3," 1/2",04/07/2025,2,93,
193,O,2023,,DB/BR,C,01/16/2023,Authentic,Ms. Short Fuze,728,Zensational,"Britton Peak, Agent",,Britton Peak,KY,19,OUT,,,04/07/2025,,,,,,
194,O,2023,Honey Dutch,GR/RO,C,04/05/2023,Knicks Go,Ms V Time,729,Tiznow,"Hoppel LLC, Agent VI",,Hoppel LLC,KY,7,OUT,,,04/07/2025,,,,,,
195,O,2023,,CH,F,04/11/2023,Curlin,Mufajaah,730,Tapit,Caliente Thoroughbreds,,Caliente Thoroughbreds,KY,E,OUT,,,04/15/2025,,,,,,
196,O,2023,,CH,F,02/20/2023,Justify,Mumtaazah,731,Tapit,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,OUT,,,03/06/2025,,,,,,
197,I,2023,,B,C,02/27/2023,Omaha Beach,Murmur,732,Arch,"CM Thoroughbreds, Agent II",,CM Thoroughbreds,MD,D,RNA,-20000,,,21.3," 1/4",04/07/2025,1,32,
198,I,2023,,B,C,03/02/2023,Midshipman,Must Be Fate,733,Eurosilver,"Best A Luck Farm LLC, Agent III",,Best A Luck Farm LLC,PA,3,Pewter Stable & James Politano,20000,Y,,10.1," 1/8",04/07/2025,3,127,
199,I,2023,,B,F,02/20/2023,Beau Liam,My Aunt Beth,734,Haynesfield,"Best A Luck Farm LLC, Agent V",,Best A Luck Farm LLC,KY,3,Narvick International,30000,,,10.1," 1/8",04/07/2025,1,39,
200,O,2023,,B,F,05/09/2023,Uncle Chuck,My Coastie,735,Trippi,"Blue River Bloodstock, Inc., Agent II",,Blue River Bloodstock,FL,20,OUT,,,04/04/2025,,,,,,
201,I,2023,,DB/BR,F,03/02/2023,Protonico,My Girl Corey,736,Warrior's Reward,Scenic Sales,,Scenic Sales,KY,16,JC Racing Stable LLC,40000,,,10.0," 1/8",04/07/2025,2,66,
202,I,2023,,CH,C,03/26/2023,Munnings,My Happy Place,737,Tapit,"Navas Equine, Agent III",,Navas Equine,KY,15,"Jet Horse LLC, Tim McCanna, Agent",160000,,,10.3," 1/8",04/07/2025,1,46,
203,I,2023,,DB/BR,F,02/19/2023,Cloud Computing,My Lil Shamrock,738,City Zip,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",,Wavertree Stables,KY,5,"Taproot Bloodstock, Agent",135000,,,20.3," 1/4",04/07/2025,2,80,
204,I,2023,,B,F,03/11/2023,Connect,My Mo,739,Uncle Mo,"Wildheart Thoroughbreds LLC, Agent I",,Wildheart Thoroughbreds LLC,KY,16,"Martin Racing Stable, LLC",45000,,,10.1," 1/8",04/07/2025,1,15,
205,I,2023,,GR/RO,F,04/10/2023,Gift Box,Mynameismoney,740,Midnight Lute,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,HRH Prince Abdulaziz AL Saud,40000,,,10.1," 1/8",04/07/2025,3,122,
206,O,2023,,B,C,05/20/2023,Kantharos,My Sassy Sarah,741,Summer Front,"de Meric Sales, Agent XVII",,de Meric Sales,NY,12,OUT,,,04/07/2025,,,,,,
207,I,2023,,B,C,04/09/2023,Central Banker,Myself,742,Giant's Causeway,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",,Wavertree Stables,NY,5,"Paul Braus, Oracle Bloodstock, Agent",40000,,,21.3," 1/4",04/07/2025,2,98,
208,I,2023,,GR/RO,C,04/11/2023,Vino Rosso,Mystic Mama,743,Scat Daddy,Galvan Brothers Equine,,Galvan Brothers Equine,KY,D,Happy Tenth Stable,40000,,,10.4," 1/8",04/07/2025,2,78,
209,I,2023,,B,C,04/18/2023,Mitole,Navajo Kitten,744,Kitten's Joy,"J V C Training and Sales, Agent III",,JVC Training and Sales,FL,15,HRH Prince Abdulaziz AL Saud,40000,,,21.3," 1/4",04/07/2025,2,106,
210,I,2023,,DB/BR,C,03/14/2023,Enticed,Navajo Scout,745,Even the Score,"Grassroots Training & Sales LLC, Agent II",,Grassroots Training & Sales LLC,TX,J,Bill & Corinne Heiligbrodt,80000,,,10.0," 1/8",04/07/2025,2,96,
211,I,2023,,GR/RO,F,05/09/2023,Cairo Prince,Neck of the Moon,746,More Than Ready,J & R Thoroughbreds LLC,,J & R Thoroughbreds LLC,KY,16,"Barry Berkelhammer, Agent",80000,,,10.2," 1/8",04/07/2025,2,103,
212,I,2023,,DB/BR,C,02/09/2023,American Pharoah,Nella Vetrina,747,Bernardini,"Julie Davies LLC, Agent II",,Julie Davies LLC,KY,10,Gary Folgner,32000,,,10.1," 1/8",04/07/2025,1,47,
213,I,2023,,B,F,04/25/2023,Munnings,Nemoralia,748,More Than Ready,"Eddie Woods, Agent XVIII",,Eddie Woods,IRE,11,"Barry Berkelhammer, Agent",92000,,,10.1," 1/8",04/07/2025,2,104,
214,I,2023,,DB/BR,F,02/24/2023,Knicks Go,Net,749,Curlin,"Golden Noguez, Agent",,Golden Noguez,KY,A,HRH Prince Abdulaziz AL Saud,32000,,,10.3," 1/8",04/07/2025,2,105,
215,I,2023,,B,F,03/22/2023,Maxfield,New Angel (GB),750,New Approach (IRE),Bird In Hand Stables,,Bird In Hand Stables,KY,6,RNA,-195000,,,10.0," 1/8",04/07/2025,2,71,
216,O,2023,,B,F,02/15/2023,McKinzie,Newellton,751,Trappe Shot,"Top Line Sales LLC, Agent III",,Top Line Sales LLC,KY,1,OUT,,,04/07/2025,,,,,,
217,O,2023,Inescapable,CH,F,03/22/2023,Goldencents,Newly Escaped,752,Tiznow,"Santa Fe Thoroughbreds, Agent",,Santa Fe Thoroughbreds,KY,3,OUT,,,04/15/2025,,,,,,
218,I,2023,,DB/BR,F,04/14/2023,Central Banker,New Year's Wish,753,New Year's Day,"Top Line Sales LLC, Agent XLVI",,Top Line Sales LLC,NY,1,RNA,-50000,,,10.1," 1/8",04/07/2025,2,83,
219,I,2023,,B,F,03/18/2023,Girvin,Next Best Thing,754,Stephen Got Even,"Six K's Training & Sales LLC, Agent VIII",,Six K's Training & Sales LLC,FL,20,RNA,-32000,,,10.3," 1/8",04/07/2025,3,139,
220,I,2023,,B,F,04/11/2023,Charlatan,Nickel,755,Unbridled's Song,"Abracadabra Farm, Agent IV",,Abracadabra Farm,KY,9,Hideyuki Mori,200000,,,10.0," 1/8",04/07/2025,1,38,
221,O,2023,Limelight,CH,C,02/07/2023,Authentic,Night Time Lady,756,Midnight Lute,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIV",,Wavertree Stables,KY,5,OUT,,,04/07/2025,,,,,,
222,O,2023,,B,F,05/17/2023,Hard Spun,Night Witch,757,Indian Charlie,"Grade One Investments LLC, Agent III",,Grade One Investments LLC,KY,14,OUT,,,04/08/2025,,,,,,
223,I,2023,,B,F,03/06/2023,Rock Your World,Non Negotiable,758,Distorted Humor,"Santa Fe Thoroughbreds, Agent",,Santa Fe Thoroughbreds,KY,3,RNA,-22000,,,10.1," 1/8",04/07/2025,1,30,
224,I,2023,,B,C,05/19/2023,Goldencents,Nothingbutasmile,759,Maclean's Music,Five Star Equestrian Sales,,Five Star Equestrian Sales,NY,C,"Gary Contessa, Agent",22000,,,10.2," 1/8",04/07/2025,2,82,
225,O,2023,Consider Me First,B,F,02/12/2023,Uncle Mo,Not Unusual,760,Unusual Heat,"Eddie Woods, Agent XXXIX",,Eddie Woods,KY,11,OUT,,,03/31/2025,,,,,,
226,O,2023,Justin Smiles,B,C,04/28/2023,The Big Beast,Oasis At Midnight,761,Midnight Lute,"Randy Miles, Agent XXXV",,Randy Miles,FL,19,OUT,,,04/15/2025,,,,,,
227,O,2023,,B,C,04/23/2023,City of Light,Object,762,War Front,"Wavertree Stables, Inc. (Ciaran Dunne), Agent I",,Wavertree Stables,KY,5,OUT,,,04/07/2025,,,,,,
228,I,2023,Stunning,DB/BR,C,03/22/2023,Munnings,Oh My,763,Medaglia d'Oro,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIV",,Wavertree Stables,KY,5,RNA,-95000,,,21.0," 1/4",04/07/2025,1,29,
229,I,2023,,B,F,03/16/2023,Rock Your World,Oh My Caroline,764,Tapiture,"Ortega Stables LLC, Agent I",,Ortega Stables LLC,KY,17,RNA,-22000,,,10.3," 1/8",04/07/2025,3,111,
230,I,2023,,GR/RO,F,05/03/2023,Bolt d'Oro,Oh Wise One,765,Dunkirk,"Grade One Investments LLC, Agent II",,Grade One Investments LLC,KY,14,Okada Stud,40000,,,10.2," 1/8",04/07/2025,2,88,
231,O,2023,,B,F,03/07/2023,Rock Your World,Oldfashioned Style,766,Old Fashioned,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,OH,J,OUT,,,04/04/2025,,,,,,
232,I,2023,,CH,F,01/20/2023,Flameaway,On a Mountain Top,767,Old Fashioned,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,Sport of Kings Racing Partnership,40000,,,10.2," 1/8",04/07/2025,3,112,
233,I,2023,,GR/RO,F,05/12/2023,Flameaway,On Cloud Nine,768,Unbridled's Song,"Top Line Sales LLC, Agent VI",,Top Line Sales LLC,KY,1,"Ital-Cal Horse Mgmt., Inc.",20000,,,10.3," 1/8",04/07/2025,2,108,
234,I,2023,,DB/BR,F,04/22/2023,Authentic,Onebrethatatime,769,Brethren,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,NY,J,Bill Childs and Mark Stanton,500000,,,9.4," 1/8",04/07/2025,1,11,
235,I,2023,,DB/BR,C,02/01/2023,Basin,One Foxy Grey,770,Big Brown,CM Thoroughbreds,,CM Thoroughbreds,KY,D,Emeterio Rodriguez,14000,Y,,21.4," 1/4",04/07/2025,3,124,
236,I,2023,,DB/BR,C,04/18/2023,Neolithic,O' Toole,771,Distorted Humor,"Blue River Bloodstock, Inc., Agent I",,Blue River Bloodstock,FL,20,Ronald V. Pugliese Jr,95000,,,10.1," 1/8",04/07/2025,1,37,
237,O,2023,,GR/RO,C,03/06/2023,Medaglia d'Oro,Our Circle of Love,772,Distorted Humor,"Kings Equine, Agent V",,Kings Equine,KY,1,OUT,,,04/07/2025,,,,,,
238,I,2023,,GR/RO,C,03/19/2023,Knicks Go,Our Comforter,773,Super Saver,Thorostock LLC,,Thorostock LLC,KY,H,"Chad Schumer, Agent",60000,Y,,10.2," 1/8",04/07/2025,3,128,
239,I,2023,,B,F,01/23/2023,Army Mule,Our Irish Lassie's,774,Yes It's True,"Grassroots Training & Sales LLC, Agent II",,Grassroots Training & Sales LLC,KY,J,Dennis O'Neill,125000,Y,,9.4," 1/8",04/07/2025,1,43,
240,I,2023,Relentless Lady,B,F,01/19/2023,Leinster,Our Laughing Lady,775,Zensational,"Ortega Stables LLC, Agent III",,Ortega Stables LLC,FL,17,James Allender,35000,,,21.0," 1/4",04/07/2025,1,49,
241,I,2023,,GR/RO,C,05/13/2023,Liam's Map,Our Love Tap,776,Tapit,"J V C Training and Sales, Agent",,JVC Training and Sales,KY,15,Jim Downey,260000,,,10.0," 1/8",04/07/2025,2,56,
242,I,2023,,DB/BR,C,04/14/2023,Nyquist,Our Super Freak,777,Mineshaft,"Majestic, Agent XIX",,Majestic,VA,13,RNA,-250000,,,10.0," 1/8",04/07/2025,1,16,
243,I,2023,,DB/BR,F,03/12/2023,Yaupon,Overheated,778,Distorted Humor,"de Meric Sales, Agent XIV",,de Meric Sales,NY,12,Fernando Abreu,50000,Y,,10.1," 1/8",04/07/2025,2,77,
244,I,2023,Maximus Empire,B,C,04/16/2023,Maximus Mischief,Overly Indulgent,779,Pleasantly Perfect,Cardozo's Brothers,,Cardozo's Brothers,KY,C,"Dutch Girl Holdings & Irving Ventures, M.Pender Ag",385000,,,9.4," 1/8",04/07/2025,1,34,
245,O,2023,,B,F,02/12/2023,Instagrand,Owaw's Empress,780,Bodemeister,"Omar Ramirez Bloodstock, Agent XII",,Omar Ramirez Bloodstock,LA,14,OUT,,,04/07/2025,,,,,,
