hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
124,O,2022,,CH,F,02/12/2022,Authentic,Hot Autumn,444,Tiz Wonderful,"Sequel Bloodstock, Agent I",,Sequel Bloodstock,LA,9,OUT,,,04/16/2024,,,,,,
125,I,2022,,DB/BR,C,04/26/2022,Nyquist,How My Heart Works,445,Not For Love,"Thorostock LLC, Agent",,Thorostock LLC,MD,H,Spendthrift Farm / MKW Racing and Breeding LLC,550000,,,10.0," 1/8",04/07/2024,1,41,
126,O,2022,,GR/RO,C,03/05/2022,Vekoma,Hua Mulan,446,Malibu Moon,"Majestic, Agent I",,Majestic,KY,13,OUT,,,04/02/2024,,,,,,
127,I,2022,,B,F,03/14/2022,Omaha Beach,Humor Me Dixie,447,Distorted Humor,"JVC Training and Sales, Agent",,JVC Training and Sales,KY,16,Woodford Thoroughbreds,390000,,,10.0," 1/8",04/07/2024,1,11,
128,O,2022,,DB/BR,C,04/01/2022,Improbable,I Bet Toni Knows,448,Sunriver,"Shamrock Stables LLC, Agent",,Shamrock Stables LLC,KY,18,OUT,,,04/16/2024,,,,,,
129,I,2022,,CH,C,04/25/2022,Maximum Security,Iboughtheranyway,449,Dixie Union,"Centofanti Thoroughbreds, Agent I",,Centofanti Thoroughbreds,KY,16,Abdul Moniem Ahmed Ali- Athbah Racing,85000,Y,,10.0," 1/8",04/07/2024,1,40,
130,O,2022,,B,C,03/27/2022,Omaha Beach,Ice Women,450,Street Sense,"Eddie Woods, Agent VIII",,Eddie Woods,IN,11,OUT,,,04/01/2024,,,,,,
131,I,2022,,CH,C,02/23/2022,Improbable,I Know That Mom,451,Distorted Humor,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,Jeff Kresnak,250000,,,9.4," 1/8",04/07/2024,1,27,
132,O,2022,,CH,C,02/23/2022,Complexity,Imaginable,452,Giant's Causeway,"Fast Horses, Agent II",,Fast Horses,FL,D,OUT,,,04/09/2024,,,,,,
133,I,2022,,B,C,03/28/2022,Improbable,I'm Betty G,453,Into Mischief,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",,Wavertree Stables,KY,5,Bregman Family Racing LLC & Ivan Cabrera,275000,,,9.4," 1/8",04/07/2024,2,78,
134,O,2022,,B,F,02/25/2022,The Big Beast,I'mclassyandsassy,454,Master Command,"Randy Miles, Agent XXIV",,Randy Miles,FL,19,OUT,,,04/06/2024,,,,,,
135,I,2022,,GR/RO,F,03/31/2022,Practical Joke,Imforeal,455,In Excess (IRE),"Tom McCrocklin, Agent XVIII",,Tom McCrocklin,KY,18,Pierre & Leslie Amestoy & Roger Beasley,210000,,,20.4," 1/4",04/07/2024,2,100,
136,I,2022,,B,C,03/18/2022,Street Sense,In a Snit,456,Lookin At Lucky,"Pick View LLC, Agent XI",,Pick View LLC,KY,G,"Taproot Bloodstock, Agent",340000,,,21.0," 1/4",04/07/2024,1,9,
137,O,2022,Caspian Wind,CH,C,03/14/2022,Vekoma,Inconclusive,457,Include,"Top Line Sales LLC, Agent LVI",,Top Line Sales LLC,KY,1,OUT,,,04/02/2024,,,,,,
138,I,2022,,GR/RO,C,04/04/2022,Tapit,India,458,Hennessy,"Old South Farm LLC, Agent IV",,Old South Farm LLC,KY,9,Magnolia Bloom Stable,57000,,,10.1," 1/8",04/07/2024,1,16,
139,I,2022,,DB/BR,F,03/31/2022,Uncle Mo,Indian Gardens,459,Pioneerof the Nile,"Old South Farm LLC, Agent II",,Old South Farm LLC,KY,9,RNA,-30000,,,10.2," 1/8",04/07/2024,3,132,
140,I,2022,,CH,C,05/17/2022,Munnings,Indian Gracey,460,Indian Ocean,"Julie Davies LLC, Agent XV",,Julie Davies LLC,KY,7,"Alabdullatif Bloodstock, Agent for SBA Racing",50000,,,10.2," 1/8",04/07/2024,3,134,
141,I,2022,,GR/RO,C,03/22/2022,Volatile,Indomitable Spirit,461,Street Sense,Really and Truly Thoroughbreds,,Really and Truly Thoroughbreds,KY,20,S.R.O.A (KOID),40000,,,10.1," 1/8",04/07/2024,2,81,
142,I,2022,,B,C,03/21/2022,McKinzie,Indy Annestesia,462,A.P. Indy,"Eddie Woods, Agent VIII",,Eddie Woods,KY,11,C.H.P.R.,2500,,,G,,04/07/2024,3,123,
143,I,2022,,B,F,03/15/2022,Quality Road,Inlovewithlove,463,Bernstein,"de Meric Sales, Agent XII",,de Meric Sales,KY,12,Bradley Thoroughbreds LLC,370000,,,10.1," 1/8",04/07/2024,1,44,
144,I,2022,,B,F,02/05/2022,Audible,Innocent Love,464,Grand Slam,"Grade One Investments LLC, Agent VII",,Grade One Investments LLC,ON,14,Gary Folgner,13000,,,10.3," 1/8",04/07/2024,3,135,
145,I,2022,,DB/BR,C,03/13/2022,Mitole,Inspeightof,465,Orb,"Tom McCrocklin, Agent VIII",,Tom McCrocklin,KY,18,Harmash Racing,170000,,,20.4," 1/4",04/07/2024,2,70,
146,O,2022,Willful Mama,CH,F,05/10/2022,War of Will,In Spite of Mama,466,Speightstown,"G. Martinez Training, Agent I",,G. Martinez Training,NY,16,OUT,,,04/16/2024,,,,,,
147,O,2022,,DB/BR,F,03/25/2022,Uncle Mo,Intangaroo,467,Orientate,"de Meric Sales, Agent XLII",,de Meric Sales,KY,12,OUT,,,04/02/2024,,,,,,
148,O,2022,,DB/BR,C,03/10/2022,Astern (AUS),In the Lee,468,Tapit,"Niall Brennan Stables, Agent XXV",,Niall Brennan Stables,KY,8,OUT,,,04/07/2024,,,,,,
149,I,2022,,CH,F,03/03/2022,Improbable,Iotapa,469,Afleet Alex,"Hoppel LLC, Agent I",,Hoppel LLC,KY,7,Gary Folgner,25000,,,10.3," 1/8",04/07/2024,2,83,
150,O,2022,,B,C,03/17/2022,Munnings,Ireland's Call,470,Medaglia d'Oro,"Niall Brennan Stables, Agent XVIII",,Niall Brennan Stables,KY,8,OUT,,,04/16/2024,,,,,,
151,I,2022,,CH,F,03/04/2022,Army Mule,Irish Diva,471,Skip Trial,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),MD,10,S.R.O.A (KOID),17000,,,10.2," 1/8",04/07/2024,3,121,
152,I,2022,Sassy Shenanigans,GR/RO,F,02/04/2022,Maximus Mischief,Irish Heroine,472,Street Hero,"Julie Davies LLC, Agent XI",,Julie Davies LLC,NY,7,"Mike Maker, Agent",22000,,,10.1," 1/8",04/07/2024,1,20,
153,I,2022,,DB/BR,C,04/10/2022,Nyquist,Irish Presence,473,Midnight Lute,"Eddie Woods, Agent XXXV",,Eddie Woods,KY,11,"James Divito, Agent",460000,,,10.0," 1/8",04/07/2024,1,45,
154,I,2022,,DB/BR,C,04/12/2022,Caravaggio,Irish Teardrop (GB),474,Fastnet Rock (AUS),"1880 Bloodstock, Agent, II",,1880 Bloodstock,KY,15,RNA,-75000,,,10.1," 1/8",04/07/2024,2,90,
155,O,2022,,DB/BR,F,02/10/2022,Instilled Regard,Island Creek,475,Medaglia d'Oro,Silvestre Chavez Thoroughbreds,,Silvestre Chavez Thoroughbreds,KY,17,OUT,,,04/16/2024,,,,,,
156,O,2022,,CH,F,03/01/2022,Frosted,Island Reward,476,Street Boss,"Hidden Brook, Agent VI",,Hidden Brook,KY,6,OUT,,,03/25/2024,,,,,,
157,I,2022,Sandini,DB/BR,C,04/10/2022,Bernardini,Island Sand,477,Tabasco Cat,"Niall Brennan Stables, Agent XIV",,Niall Brennan Stables,KY,8,RNA,-50000,,,10.2," 1/8",04/07/2024,1,33,
158,I,2022,,B,C,04/25/2022,Street Sense,Isla Road,478,Quality Road,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVII",,Wavertree Stables,KY,5,Shivananda Parbhoo - N.S.V. Racing Inc.,75000,,,10.2," 1/8",04/07/2024,2,97,
159,I,2022,,B,F,04/17/2022,Volatile,Iteration,479,Wild Again,"Halcyon Hammock Farm, Agent II",,Halcyon Hammock Farm,KY,2,RNA,-42000,,,10.3," 1/8",04/07/2024,1,21,
160,O,2022,Always Jane,DB/BR,F,02/21/2022,Constitution,I Thee Wed,480,Hard Spun,"de Meric Sales, Agent XLII",,de Meric Sales,KY,12,OUT,,,04/02/2024,,,,,,
161,I,2022,,DB/BR,F,04/24/2022,Global Campaign,I Think So,481,Proud Citizen,"Majestic, Agent II",,Majestic,KY,13,Lea Farms LLC,100000,,,10.1," 1/8",04/07/2024,1,4,
162,O,2022,,CH,C,02/23/2022,Vino Rosso,It'schemistrybaby,482,Meadowlake,"Scanlon Training & Sales, Agent XIX",,Scanlon Training & Sales,KY,10,OUT,,,04/09/2024,,,,,,
163,I,2022,,CH,F,03/11/2022,Instagrand,Itsinthestars,483,Astrology,"Scanlon Training & Sales, Agent IX",,Scanlon Training & Sales,KY,10,"Louis Linder Jr., Agent",50000,,,10.1," 1/8",04/07/2024,1,8,
164,I,2022,,B,C,04/11/2022,Astern (AUS),Ivory Pearl,484,Pulpit,"Silvestre Chavez Thoroughbreds, Agent V",,Silvestre Chavez Thoroughbreds,KY,17,"West Point Thoroughbreds, Inc., L.E.B., Agent",220000,,,21.1," 1/4",04/07/2024,1,14,
165,O,2022,,CH,F,03/18/2022,Thousand Words,Izshelegal,485,Maria's Mon,"Eddie Woods, Agent XXIX",,Eddie Woods,KY,11,OUT,,,04/01/2024,,,,,,
166,I,2022,,B,F,05/16/2022,Uncle Mo,Jacaranda,486,Congrats,"Tom McCrocklin, Agent XV",,Tom McCrocklin,KY,18,Justin Casse for M. V. Magnier,600000,,,20.3," 1/4",04/07/2024,1,39,
167,I,2022,,GR/RO,F,04/29/2022,Liam's Map,Jazzminegem,487,Mineshaft,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVIII",,Wavertree Stables,KY,5,Shea D Boys Stable,130000,,,10.0," 1/8",04/07/2024,1,42,
168,I,2022,,DB/BR,C,01/25/2022,Authentic,Jeannie S,488,Sky Mesa,"Top Line Sales LLC, Agent XXI",,Top Line Sales LLC,KY,1,"Bow River Ranch, Hoby Kight, Agent",150000,,,10.0," 1/8",04/07/2024,1,12,
169,I,2022,,CH,F,03/13/2022,Vekoma,Jeremiah Jewel,489,Bodemeister,"McKathan Bros. Sales, Agent IV",,McKathan Bros. Sales,ON,6,RNA,-17000,,,10.2," 1/8",04/07/2024,2,72,
170,I,2022,,B,F,02/26/2022,Runhappy,Jet Away Sue,490,Quality Road,"Hartley / DeRenzo Thoroughbreds LLC, Agent I",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,Danny Eplin,100000,Y,,10.0," 1/8",04/07/2024,3,128,
171,I,2022,,B,F,03/01/2022,Into Mischief,Jewel of a Cat,491,Wildcat Heir,"Golden Rock Thoroughbreds, Agent XII",,Golden Rock Thoroughbreds,KY,14,Roberto Stupa,180000,Y,,10.0," 1/8",04/07/2024,1,28,
172,O,2022,,DB/BR,C,01/24/2022,Not This Time,Jewel of Arabia,492,Daredevil,"Eddie Woods, Agent XVIII",,Eddie Woods,KY,11,OUT,,,04/16/2024,,,,,,
173,I,2022,When She's Good,DB/BR,F,02/27/2022,Win Win Win,Jilly,493,Lookin At Lucky,"Grade One Investments LLC, Agent I",,Grade One Investments LLC,FL,14,"Stephen Skaggs, Agent for Averill Racing LLC",90000,,,9.4," 1/8",04/07/2024,1,15,
174,O,2022,,B,F,05/07/2022,Gun Runner,Jing,494,Sky Mesa,"Julie Davies LLC, Agent I",,Julie Davies LLC,KY,7,OUT,,,04/08/2024,,,,,,
175,O,2022,J J's Honor,DB/BR,F,02/24/2022,Curlin's Honor,J J's Spirit,495,Liam's Map,"Majestic, Agent IV",,Majestic,FL,13,OUT,,,04/16/2024,,,,,,
176,I,2022,,B,F,03/02/2022,Maximus Mischief,Jodys Deelite,496,Afternoon Deelites,"S B M Training and Sales, Agent XI",,S B M Training and Sales,KY,2,Starship Stables,40000,,,10.1," 1/8",04/08/2024,2,99,
177,I,2022,,DB/BR,C,05/01/2022,More Than Ready,Joharmony,497,Johar,"Top Line Sales LLC, Agent XXXII",,Top Line Sales LLC,KY,1,RNA,-95000,,,10.0," 1/8",04/08/2024,1,45,
178,I,2022,,GR/RO,C,02/22/2022,Gunnevera,Jolie Bay,498,He's Had Enough,"Del Valle Thoroughbreds, Agent",,Del Valle Thoroughbreds,FL,E,"Donna & Dan Hurtak, Agents for Joseph G. Bucci",35000,,,10.1," 1/8",04/08/2024,3,103,
179,I,2022,,GR/RO,C,05/01/2022,Authentic,Jordan's Henny,499,Henny Hughes,"McKathan Bros. Sales, Agent II",,McKathan Bros. Sales,KY,6,Dare To Dream Stable Management LLC,120000,,,10.0," 1/8",04/08/2024,3,124,
180,I,2022,,DB/BR,F,03/29/2022,Army Mule,Joyful Frolic,500,Curlin,"de Meric Sales, Agent II",,de Meric Sales,KY,12,Full of Run Racing LLC II & B S W / Crow,235000,,,10.0," 1/8",04/08/2024,1,4,
181,O,2022,,B,C,04/12/2022,Higher Power,J P's Flashy Honey,501,Flashy Bull,"Pick View LLC, Agent VIII",,Pick View LLC,KY,G,OUT,,,04/05/2024,,,,,,
182,O,2022,,B,C,03/04/2022,Oscar Performance,J'ray,502,Distant View,"de Meric Sales, Agent XXXVIII",,de Meric Sales,NY,12,OUT,,,04/07/2024,,,,,,
183,O,2022,,CH,F,04/15/2022,Game Winner,J'ray's Sunshine,503,Giant's Causeway,"Kings Equine, Agent",,Kings Equine,NY,1,OUT,,,04/16/2024,,,,,,
184,I,2022,,GR/RO,C,03/01/2022,Mohaymen,Judy's Prize,504,New Year's Day,Blas Perez Stables,,Blas Perez Stables,KY,20,Eric Foster,40000,Y,,10.0," 1/8",04/08/2024,2,63,
185,O,2022,,B,C,04/04/2022,Liam's Map,Julia's Ready,505,More Than Ready,"Ocala Stud, Agent",,Ocala Stud,KY,4,OUT,,,04/08/2024,,,,,,
186,I,2022,,DB/BR,F,02/12/2022,Mo Town,Just a Catch,506,Justin Phillip,"Top Line Sales LLC, Agent XVIII",,Top Line Sales LLC,FL,1,"Donato Lanni, Agent",210000,,,9.4," 1/8",04/08/2024,1,30,
187,I,2022,,DB/BR,F,02/06/2022,Daredevil,Just Like Pop,507,Unbridled's Song,"S B M Training and Sales, Agent X",,S B M Training and Sales,KY,2,"Hidden Brook, Agent",75000,,,10.0," 1/8",04/08/2024,2,59,
188,I,2022,,B,C,05/12/2022,City of Light,Just Parker,508,Forest Camp,"Top Line Sales LLC, Agent V",,Top Line Sales LLC,KY,1,Happy Tenth Stable,35000,Y,,10.0," 1/8",04/08/2024,2,60,
189,O,2022,,DB/BR,C,05/02/2022,Win Win Win,Jyles,509,Yes It's True,"Eddie Woods, Agent XXII",,Eddie Woods,FL,11,OUT,,,04/16/2024,,,,,,
190,O,2022,,DB/BR,F,03/03/2022,Girvin,Karley O,510,Liam's Map,"Randy Miles, Agent XXII",,Randy Miles,NY,19,OUT,,,04/08/2024,,,,,,
191,I,2022,,DB/BR,C,03/07/2022,McKinzie,Karpathos,511,Tale of the Cat,"Julie Davies LLC, Agent XXVIII",,Julie Davies LLC,KY,7,Pierre & Leslie Amestoy & Roger Beasley,290000,,,9.4," 1/8",04/08/2024,1,17,
192,I,2022,Freedom Princess,DB/BR,F,05/15/2022,American Freedom,Kathrynkitty,512,Cairo Prince,"Victory Stable, Agent I",,Victory Stable,KY,A,RNA,-17000,,,10.4," 1/8",04/08/2024,2,92,
193,I,2022,,B,F,03/26/2022,Practical Joke,Katie Lane (IRE),513,Quality Road,"Blazing Meadows Farm LLC, Agent",,Blazing Meadows Farm LLC,KY,17,"Klaravich Stable, Inc.",220000,,,10.2," 1/8",04/08/2024,1,41,
194,I,2022,,B,F,05/14/2022,Midshipman,Katy's Revenge,514,Stephen Got Even,"Whitman Sales LLC, Agent I",,Whitman Sales LLC,KY,16,Wyatt Rosette,35000,,,10.0," 1/8",04/08/2024,2,94,
195,I,2022,,CH,F,03/22/2022,Nyquist,Kauai Katie,515,Malibu Moon,"Eddie Woods, Agent XXV",,Eddie Woods,KY,11,"Pedro Lanz, Agent for KAS Stables",250000,,,20.4," 1/4",04/08/2024,2,69,
196,I,2022,,CH,F,04/12/2022,Kantharos,Keening,516,Curlin,"Gene Recio, Agent III",,Gene Recio,KY,17,RNA,-35000,,,10.1," 1/8",04/08/2024,3,119,
197,I,2022,Tralee Girl,DB/BR,F,02/08/2022,Mendelssohn,Kerry Girl,517,Pioneerof the Nile,"Niall Brennan Stables, Agent XXVIII",,Niall Brennan Stables,NY,8,Taproot for Christophe Clement,210000,,,10.0," 1/8",04/08/2024,1,37,
198,I,2022,,B,C,04/20/2022,Classic Empire,Kettle Valley,518,City Zip,GOP Racing Stable Corp.,,GOP Racing Stable Corp.,KY,16,Jeremy Ramsland,60000,,,10.2," 1/8",04/08/2024,3,106,
199,I,2022,,B,F,05/08/2022,Caracaro,Key d'Oro,519,Medaglia d'Oro,"Global Thoroughbreds LLC, Agent IV",,Global Thoroughbreds LLC,KY,15,Three Amigos,775000,,,20.2," 1/4",04/08/2024,1,25,
200,I,2022,,B,F,04/04/2022,Valiant Minister,Kiana Believes,520,With Distinction,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),FL,10,Wendy Ouriel,40000,,,10.0," 1/8",04/08/2024,2,71,
201,I,2022,,B,C,04/13/2022,Street Boss,Kinda Blue,521,Arch,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,Colin Gala and Partners,50000,,,10.1," 1/8",04/08/2024,2,101,
202,I,2022,,B,C,02/14/2022,Thousand Words,Kipley,522,Will Take Charge,Dark Star Thoroughbreds (Stori Atchison),,Dark Star Thoroughbreds (Stori Atchison),OH,G,Richard Burnsworth,65000,,,10.0," 1/8",04/08/2024,3,109,
203,O,2022,,GR/RO,F,04/03/2022,Frosted,Kirov,523,Distorted Humor,"Hoppel LLC, Agent X",,Hoppel LLC,KY,7,OUT,,,04/08/2024,,,,,,
204,I,2022,,DB/BR,F,03/26/2022,Solomini,Kiska,524,Into Mischief,"Top Line Sales LLC, Agent",,Top Line Sales LLC,NY,1,Clear Stars Stable,95000,,,9.4," 1/8",04/08/2024,2,81,
205,O,2022,,GR/RO,F,04/05/2022,Volatile,Kiss Is a Kiss,525,Broken Vow,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XX",,Wavertree Stables,KY,5,OUT,,,04/08/2024,,,,,,
206,O,2022,,B,F,04/10/2022,Spun to Run,Kitten On Call,526,Kitten's Joy,"Ordonez Thoroughbreds, Agent IV",,Ordonez Thoroughbreds,KY,A,OUT,,,04/01/2024,,,,,,
207,O,2022,,B,F,04/17/2022,Cloud Computing,Kitty Kat,527,Kitten's Joy,"Majestic, Agent XXIII",,Majestic,KY,13,OUT,,,04/06/2024,,,,,,
208,I,2022,,DB/BR,C,04/08/2022,Hard Spun,Kitty Wine,528,Lemon Drop Kid,"Hoppel LLC, Agent XXIV",,Hoppel LLC,KY,7,"Maverick Racing, Siena Farms, CHC LLC",300000,,,10.1," 1/8",04/08/2024,1,9,
209,I,2022,,B,C,03/25/2022,Girvin,K J Warrior,529,Tapit,"Gene Recio, Agent VIII",,Gene Recio,FL,17,Abdul Moniem Ahmed  Ali - Athbah Racing,125000,,,10.1," 1/8",04/08/2024,1,12,
210,I,2022,,B,F,01/29/2022,Omaha Beach,Kool Kat,530,Scat Daddy,"Mayberry Farm, Agent VI",,Mayberry Farm,KY,B,Headley VanMeter,45000,Y,,10.0," 1/8",04/08/2024,2,98,
211,I,2022,,DB/BR,F,03/16/2022,Improbable,K P Wildcat,531,Include,Wildheart Thoroughbreds LLC,,Wildheart Thoroughbreds LLC,KY,E,Starship Stables,50000,,,10.0," 1/8",04/08/2024,2,90,
212,I,2022,,CH,F,05/18/2022,Collected,Kylers Song,532,El Corredor,Sweet River Thoroughbreds,,Sweet River Thoroughbreds,KY,E,"Lex, Inc.",47000,,,10.0," 1/8",04/08/2024,2,74,
213,I,2022,,GR/RO,C,02/02/2022,Gift Box,La Boheme,533,Giant's Causeway,"Shamrock Stables LLC, Agent I",,Shamrock Stables LLC,KY,18,RNA,-75000,,,10.0," 1/8",04/08/2024,2,78,
214,I,2022,,CH,C,03/18/2022,Classic Empire,Lady Aspen,534,Grand Reward,"Golden Rock Thoroughbreds, Agent IX",,Golden Rock Thoroughbreds,KY,14,RNA,-70000,,,10.1," 1/8",04/08/2024,3,105,
215,I,2022,,GR/RO,F,05/01/2022,Gift Box,Lady Banks,535,Successful Appeal,Triple C Sales,,Triple C Sales,KY,E,"Blake Kelly, Agent",30000,,,10.3," 1/8",04/08/2024,2,79,
216,I,2022,,B,F,03/12/2022,Gift Box,Lady Bellamy,536,Bellamy Road,"Rivera Training and Sales, Agent IV",,Rivera Training and Sales,KY,6,Ervin Rodriguez,47000,,,10.0," 1/8",04/08/2024,2,65,
217,O,2022,,B,C,02/22/2022,Bolt d'Oro,Lady Cleopatra,537,Pioneerof the Nile,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,OUT,,,04/07/2024,,,,,,
218,I,2022,,B,F,02/24/2022,Higher Power,Lady Fifty Two,538,Kodiak Kowboy,"Hoppel LLC, Agent XVII",,Hoppel LLC,KY,7,"Hidden Brook, Agent",55000,Y,,10.1," 1/8",04/08/2024,2,66,
219,I,2022,,GR/RO,F,04/11/2022,Vekoma,Lady Hansen,539,Hansen,"Paul Sharp, Agent II",,Paul Sharp,KY,C,John Eaton,175000,Y,,10.1," 1/8",04/08/2024,1,40,
220,I,2022,,CH,C,03/28/2022,Justify,Lady of Kyushu,540,Smart Strike,"Tom McCrocklin, Agent XV",,Tom McCrocklin,KY,18,RNA,-190000,,,21.3," 1/4",04/08/2024,1,26,
221,O,2022,,CH,F,03/20/2022,Maclean's Music,Lady Samuri,541,First Samurai,"Eddie Woods, Agent for Stonestreet Bred & Raised",,Eddie Woods,KY,11,OUT,,,04/01/2024,,,,,,
222,O,2022,,B,C,04/10/2022,Improbable,Lahaina Luck,542,Uncle Mo,"de Meric Sales, Agent XIV",,de Meric Sales,KY,12,OUT,,,04/16/2024,,,,,,
223,I,2022,,B,C,05/18/2022,Bolt d'Oro,Lake Como,543,Salt Lake,"Randy Miles, Agent IV",,Randy Miles,KY,19,RNA,-210000,,,10.0," 1/8",04/08/2024,1,14,
224,I,2022,,DB/BR,F,04/08/2022,Dialed In,L. A. Magic,544,Tizdejavu,"Old South Farm LLC, Agent III",,Old South Farm LLC,KY,9,Mike Cloonan & Greco,100000,Y,,9.4," 1/8",04/08/2024,1,49,
225,I,2022,,CH,F,03/29/2022,Practical Joke,Landon,545,Pioneerof the Nile,Oak Creek Thoroughbreds,,Oak Creek Thoroughbreds,KY,B,Dwayne Elkin,125000,Y,,10.0," 1/8",04/08/2024,1,50,
226,I,2022,,CH,F,03/01/2022,Complexity,Lantiz,546,Tizway,"Longoria Training & Sales, Agent II",,Longoria Training & Sales,KY,13,"Little Red Feather Racing, Agent John Dowd",230000,,,9.4," 1/8",04/08/2024,1,48,
227,I,2022,Vuela Paloma,B,F,04/11/2022,Valiant Minister,La Parcela,547,El Corredor,Cardozo's Brothers,,Cardozo's Brothers,FL,E,Winning Stables - Mary Bennett,57000,,,10.0," 1/8",04/08/2024,2,95,
228,I,2022,,DB/BR,F,02/21/2022,Tom's d'Etat,La Peregrina,548,Hard Spun,"Nice and Easy Thoroughbreds, Agent",,Nice and Easy Thoroughbreds,KY,G,RNA,-37000,,,10.0," 1/8",04/10/2024,1,56,
229,I,2022,,GR/RO,C,04/08/2022,Frosted,La Rumbla,549,Super Saver,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,Barry Berkelhammer for My Purple Haze Stables,125000,,,10.0," 1/8",04/08/2024,2,84,
230,I,2022,,B,C,04/12/2022,Maclean's Music,La Sirena,550,Bernardini,"Global Thoroughbreds LLC, Agent",,Global Thoroughbreds LLC,KY,15,RNA,-145000,,,10.0," 1/8",04/08/2024,3,130,
231,O,2022,,B,F,03/26/2022,Maximus Mischief,Last April Frost,551,City Zip,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,KY,J,OUT,,,04/08/2024,,,,,,
232,I,2022,,B,C,03/06/2022,Instagrand,Last Kiss (BRZ),552,Elusive Quality,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,RNA,-45000,,,10.1," 1/8",04/08/2024,3,112,
233,O,2022,,CH,C,03/03/2022,Not This Time,La Titina,553,Distorted Humor,"Hartley / DeRenzo Thoroughbreds LLC, Agent I",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/16/2024,,,,,,
234,O,2022,,CH,F,02/13/2022,Omaha Beach,Laureana,554,Malibu Moon,"Scanlon Training & Sales, Agent XVIII",,Scanlon Training & Sales,KY,10,OUT,,,04/04/2024,,,,,,
235,I,2022,,B,C,04/19/2022,Complexity,Lazy Daisy,555,Paynter,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXI",,Wavertree Stables,KY,5,Commonwealth New Era Racing,50000,Y,,9.4," 1/8",04/08/2024,1,47,
236,I,2022,,CH,F,03/02/2022,Mitole,Le Moine,556,Curlin,"Grade One Investments LLC, Agent I",,Grade One Investments LLC,KY,14,Carolyn Wilson,285000,,,10.0," 1/8",04/08/2024,1,35,
237,O,2022,,B,F,03/20/2022,Tiz the Law,Lemoncita,557,Lemon Drop Kid,"New Horizons Bloodstock LLC, Agent I",,New Horizons Bloodstock LLC,KY,15,OUT,,,04/09/2024,,,,,,
238,I,2022,,GR/RO,C,04/03/2022,Gift Box,Lemon Scat,558,Lemon Drop Kid,"Really and Truly Thoroughbreds, Agent I",,Really and Truly Thoroughbreds,KY,20,S.R.O.A (KOID),30000,,,10.2," 1/8",04/08/2024,1,22,
239,I,2022,,CH,F,03/27/2022,Violence,Lemon Splendor,559,Lemon Drop Kid,"Mayberry Farm, Agent VI",,Mayberry Farm,KY,B,RNA,-45000,,,10.1," 1/8",04/08/2024,2,57,
240,I,2022,,B,C,02/27/2022,Upstart,Lenders Way,560,Hook and Ladder,"Mayberry Farm, Agent V",,Mayberry Farm,KY,B,Happy Tenth Stable,87000,,,10.2," 1/8",04/08/2024,3,132,
241,I,2022,,B,C,05/14/2022,More Than Ready,Letchworth,561,Tiznow,"S B M Training and Sales, Agent III",,S B M Training and Sales,KY,2,"Frank Alosa, Agent for Red Lane Thoroughbreds LLC",290000,,,9.4," 1/8",04/08/2024,1,15,
242,I,2022,,DB/BR,C,05/20/2022,Kantharos,Lethal Legacy,562,Unusual Heat,"Cortez Racing & Sales, Agent IV",,Cortez Racing & Sales,KY,16,Shivananda Parbhoo - N.S.V. Racing Inc.,60000,,,10.1," 1/8",04/08/2024,2,91,
243,I,2022,,B,C,03/15/2022,Volatile,Lets Dance Charlie,563,Indian Charlie,"Horseland Stables, Agent I",,Horseland Stables,KY,20,Eclipse Thoroughbred Partners,155000,,,9.4," 1/8",04/08/2024,3,107,
244,O,2022,,B,C,03/21/2022,Ghostzapper,Light Green,564,Pleasantly Perfect,"Ordonez Thoroughbreds, Agent I",,Ordonez Thoroughbreds,KY,A,OUT,,,04/01/2024,,,,,,
245,I,2022,,DB/BR,C,05/06/2022,Improbable,Like It Hot,565,Giant's Causeway,"Kings Equine, Agent IV",,Kings Equine,KY,1,Gary Folgner,20000,,,10.3," 1/8",04/08/2024,3,134,
